,uuid,substance,number,INCI
21346,52b855a2-f8a7-4245-a5e9-eb9c45cd6ab3,"Reaction mass of 1,1,2,3,3-pentamethyl-2,3,4,5,6,7-hexahydro-1H-indene and 1,1,2,3,3-pentamethyl-2,3-dihydro-1H-indene and 1-ethyl-1,3,3-trimethylindane and 1,1,2,3,3-pentamethyloctahydro-1H-indene",946-460-4,
21347,a341240f-6800-43c0-9099-849f2f500537,Reaction mass of dodecyltrimethylammonium bromide and tetradonium bromide,946-512-6,
21348,37a580ad-8c7d-4ab5-ba89-0a67309fd122,"Reaction mass of Alcohols, C20-24 (even), Slack wax (petroleum), Petrolatum (petroleum); oxidized, compounds with 2-(methylamino)ethanol",946-517-3,
21349,da4320d6-b2a5-4c43-809f-4df39d46d9da,"(3S)-3,7-dimethylocta-1,6-dien-1-yl acetate",946-529-9,
21350,50512c1a-204f-484a-a704-00ecf9f81904,"Reaction products of diazotised 2-amino-5-{[2-(sulfooxy)ethyl]sulfonyl}benzenesulfonic acid coupled with 2,5-diaminobenzenesulfonic acid, subsequently coupled with diazotised 2-[(3-aminophenyl)sulfonyl]ethyl hydrogen sulfate, potassium sodium salts",946-532-5,
21351,e169654a-0ec7-45e4-b8a5-cd97b67c7196,"Reaction products of 1H-Imidazole-1-ethanol, 4,5-dihydro-, 2-(C11-17 and C17 unsatd. alkyl) derivs. and sodium hydroxide and 2-propenoic acid",946-533-0,Sodium Hydroxide
21352,c60c1c7b-9d40-43bc-b15c-032414b445b9,Reaction products of (Z)-octadec-9-enol with m-tolylidene diisocyanate,946-534-6,
21353,6b18903f-e5ac-439e-b672-0530f13f9d08,"Reaction products of 1H-Imidazole-1-ethanol, 4,5-dihydro-, 2-(C7 odd-numbered alkyl) derivs. and sodium hydroxide and chloroacetic acid",946-565-5,Sodium Hydroxide
21354,666ee24f-5f62-4772-826c-4348076884a6,Benzoin Sumatra resinoid,946-569-7,
21355,1e94bf10-2c06-41de-9667-3a00cc80bf58,Resinoid of Styrax tonkinensis (Styracaceae) obtained from exudate by ethanol extraction,946-573-9,
21356,475cf5ad-b8de-4357-b07d-f1d2d16fb64c,Resinoid of Canarium luzonicum (Burseraceae) obtained from the exudate by cyclohexane extraction,946-584-9,
21357,7b22045a-822d-4b51-9a98-7606a9cb6d0d,Concrete of honeycomb cells of the bee by hexane extraction,946-615-6,Honey
21358,ffd48689-39a9-48b8-a768-a52b99b123c6,Concrete of Rosa Damascena (Rosaceae) obtained from fresh flowers by extraction with an apolar solvent,946-638-1,
21359,271090e4-ce15-421c-83fe-a8ec6eb4e5e8,Essential oil of Cedarwood Texas obtained from the wood of Juniperus mexicana (Cupressaceae) by distillation - Terpenes,946-670-6,
21360,8aa32d35-4988-49ee-ba3b-0ff5dedc7d3f,"Nonanoic acid, mixed diesters, with oxybis[propanol] and dodecanoic acid",946-682-1,
21361,027095c9-6fbf-4304-85d4-e8f73e2826c9,"Liquidambar Styraciflua, oil",946-732-2,
21362,ff5fd2b6-2b58-458b-9618-66baa4e0e4df,N-[3-(dimethylamino)propyl] amides C18-22 (even numbered),946-742-7,
21363,8b1a40ed-6714-45fa-a233-bbfed2de7cff,"sodium 5-(4-amino-6-(4-((E)-4-(4-(bis(2-hydroxyethyl)amino)-6-(8-hydroxy-7-((E)-phenyldiazenyl)-3,6-disulfonatonaphthalen-1-ylamino)-1,3,5-triazin-2-ylamino)-2-sulfonatostyryl)-3-sulfonatophenylamino)-1,3,5-triazin-2-ylamino)-4-hydroxy-3-((E)-phenyldiazenyl)naphthalene-2,7-disulfonate",946-752-1,
21364,951407fa-37f4-4d5b-a66a-f7814056e6b5,"reaction mass of (9Z,11E)-octadeca-9,11-dienoic acid and (10E,12Z)-octadeca-10,12-dienoic acid and octadec-9-enoic acid",946-756-3,
21365,96524dc9-937e-4868-9b54-dd4dfdb571b8,"N,N‘-di-C16-18 (even numbered) and C18-unsatd. alkyl[1,2-ethanediylbis(imino-3,1-propanediyl)]diamines",946-757-9,Propane
21366,2d30ec08-fbe0-4240-966f-8ee35e70b20e,Reaction mass of methyl 3-(2-oxocyclohexyl)propanoate and methylbenzene,946-760-5,
21367,d0f9d36e-7115-41fa-aee6-670f2c4679eb,"D-Glucopyranose, oligomeric, C10-14-alkyl glycosides tartaric esters, sodium salt",946-764-7,
21368,f47b68eb-bd5f-43b7-aa6e-da5146d47d02,"Reaction products of 6-amino-4-naphthol-2-sulfonic acid with formaldehyde and sodium metabisulfite, coupled with diazotised 5-amino-2,4-dinitrophenol, chelated with chromium (3+), sodium salts",946-768-9,Sodium Metabisulfite
21369,67a07c49-cb51-4b2c-9902-cb1ed12396bc,Reaction mass of 2-sec-butylaniline and 4-sec-butylaniline,946-786-7,
21370,1caad57c-ca2c-46e9-a48e-af090f0777ba,"Reaction mass of 5,5'-[sulphonylbis(3,1-phenyleneazo)]bis[6-amino-4-hydroxynaphthalene-2-sulphonic acid] and disodium 5,5'-[sulphonylbis(3,1-phenyleneazo)]bis[6-amino-4-hydroxynaphthalene-2-sulphonate]",946-787-2,
21371,9a5ba60c-a816-4b4e-810e-cdb9d729275d,"Reaction products of diazotised Sodium Picramate coupled with Resorcinol, subsequently coupled with diazotised 4'-Amino-4-Nitrodiphenylamin-2-Sulfonic Acid, at the end metallized with Iron (II) sulphate heptahydrate, sodium and ammonium salts",946-788-8,Sodium Picramate
21372,82505d29-e2e0-4d5e-87b9-0fc6b19c3201,"Reaction products of 2-amino-4-chlorophenol, 2-amino-4-nitrophenol-6-sulfonic acid with resorcinol, iron complex, sodium salts",946-789-3,Resorcinol
21373,97f7a5b4-3dc1-4617-b36f-6ba925ff734f,"Reaction products of diazotised Metanilic Acid coupled with 8-Hydroxyquinoline, subsequently metalized with Chromium (III) Basic Sulfate and Sodium Formate, sodium salts",946-790-9,Sodium Formate
21374,445c9aef-6685-4a89-bbf4-85d210987795,Reaction mass of decamethyltetrasiloxane; dodecamethylpentasiloxane; hexamethyldisiloxane; octamethyltrisiloxane,946-797-7,
21375,ef7f131a-e1cf-4e13-9d7d-f318d9c5a398,"Reaction products of γ-butyrolactone, naphthalene-1,6-diol and phthalic anhydride",946-798-2,
21376,cd3ea035-4e02-49cf-b382-d4785a2dcd22,"Reaction products of diazotized Dodecyl Aniline coupled with 8-acetylamine-1-hydroxynaphthalen-3,6-disulphonic Acid, sodium salts",946-819-5,
21377,76493bb6-c40e-4d27-93b6-f4c301d61f30,Saccharides from Saccharomyces Cerevisiae,946-843-6,Saccharomyces
21378,8f812a55-0a77-4f01-985e-9214196eaba8,"Reaction mass of [5-methyl-2-[[4-(4-methylanilino)-9,10-dioxo-1-anthryl]amino]phenyl]sulfonyloxypotassium and [5-methyl-2-[[4-(4-methyl-2-potassiooxysulfonyl-anilino)-9,10-dioxo-1-anthryl]amino]phenyl]sulfonyloxypotassium",946-877-1,
21379,bbfe6021-7563-4f67-b024-7243007945ec,"Fatty acids, C9, hexaesters with dipentaerythritol",946-882-9,
21380,93760ef1-6145-4617-b265-e1288128dbd0,"Reaction mass of α-3,3-trimethyl-(αS,1R)-cyclohexanemethanol and α-3,3-trimethyl-(αR,1S)-cyclohexanemethanol",946-886-0,
21381,2200e680-2631-4fe1-9ffd-59617e119d14,"Reaction products of Sodium 1-amino-4-bromo-9,10-dioxoanthracene-2-sulphonate coupled with Aniline, subsequently coupled with p-(1,1-dimethylpropyl)phenol, subsequently coupled with Ethyl benzoylacetate, subsequently coupled with Fuming Sulfuric acid, sodium salts.",946-888-1,
21382,7dbafa3d-09a5-4faa-8bab-f73479af1838,"6-aminomethyl-6,11-dihydro-5H-dibenz[b,e]azepine phthalhydrazide salt",946-889-7,
21383,ede596af-2f1e-4d4c-959c-5d908b254ad6,"Reaction products of diazotised Sodium hydrogen 4-amino-5-hydroxynaphthalene-2,7-disulphonate coupled with Resorcinol (1:1), coupled with diazotised 5-amino-2-anilinobenzenesulphonic acid (1:2), coupled with diazotised 4-nitroaniline (1:1), sodium salts",946-899-1,Resorcinol
21384,f6ef87eb-ec34-42b1-b393-1a21e87154f3,Reaction mass of 2-isopropenyl-5-methylhex-4-en-1-ol and 2-isopropenyl-5-methylhex-4-enyl acetate and DL-borneol and caryophyllene and linalool and linalyl acetate and p-menth-1-en-4-ol,946-901-0,
21385,9c41a10e-a8ea-4d14-bea6-2c17d51a4d30,Essential oil of Copaiba obtained from the exudate of Copaifera (Fabaceae) trees by distillation,946-913-6,
21386,1387ef8b-9055-42d2-920b-6c07fbd96f7a,Resinoid of Cistus ladaniferus (Cistaceae) obtained from labdanum gum by ethanol extraction,946-922-5,
21387,75b9b08c-6acb-40fa-a099-8dca194e8820,Concrete of Cistus ladaniferus (Cistaceae) obtained from labdanum gum by organic solvant extraction.,946-927-2,
21388,092c2c70-b516-49c5-88b3-91107b197f07,"2,2-bis[(allyloxy)methyl]butyl (3-{[({2,2-bis[(allyloxy)methyl]butoxy}carbonyl)amino]methyl}-3,5,5-trimethylcyclohexyl)carbamate",946-937-7,
21389,7f36eb60-6544-4a40-b793-9600dc5a0fdc,"Alcohols, C12-14 (even numbered), propoxylated, aminated",946-944-5,
21390,979e36f7-9e57-4c10-87c2-3808c90cab4e,"Reaction products of 7-hydroxy-3,7-dimethyloctanal and methyl 2-aminobenzoate",946-958-1,
21391,639709bb-1d4f-4bbf-b904-ab29d4209ae4,"Reaction products of 4,4'-Azo-3-hydroxynaphthalene-1-sulphonate coupled with 2-naphthol and 2-amino-4 (or 5)-nitrophenol, chelated with chromium (3+), sodium salts",946-959-7,
21392,2468d2d9-4771-440d-b632-a036be8f056d,Gum of Cistus ladaniferus (Cistaceae) obtained from stems and leaves by extraction with alkaline solution,946-963-9,
21393,629b2f63-6bbd-4fad-9441-8c7afbfcb06a,"Reaction mass of 5-[{4-[Benzyl(methyl)amino]phenyl}diazenyl]-1,4-dimethyl-4H-1,2,4-triazol-1-ium bromide and 3-[{4-[Benzyl(methyl)amino]phenyl}diazenyl]-1,4-dimethyl-4H-1,2,4-triazol-1-ium bromide",946-967-0,
21394,e9ee5d38-2ce1-44c1-89cc-b492583d9980,[ω-hydroxy-C16 (saturated and unsaturated) and C16 (unsaturated)] fatty acids,946-968-6,
21395,73eed069-2e0f-4520-8b2a-187150215159,Reaction mass of 2-dodecylhexadecyl methacrylate and 2-Tetradecyloctadecyl methacrylate,946-978-0,
21396,0672e5e0-8d8e-421a-ab75-c620d84e343b,"Reaction product of 2-(2-aminoethoxy)ethanol and 2,2',2''-nitrilotriethanol and heptanoic acid and isononanoic acid",946-979-6,
21397,3386ff6d-8379-4389-b0ea-58ee0edde166,"Reaction products of (E)-5-((4-amino-5-methoxy-2-methylphenyl)diazenyl)-3-((phenylsulfonyl)oxy)naphthalene-2,7-disulfonic acid condensate with cyanurchloride, then condensate with (E)-7-amino-4-hydroxy-3-((2-methoxy-5-sulfophenyl)diazenyl)naphthalene-2-sulfonic acid, finally condensate with aniline, sodium salts",946-990-6,
21398,e0041830-5c8a-4a11-bf27-ce1560ffad67,"Butanedioic acid, 2,3-dihydroxy- [R-(R*,R*)]-,C12-13-branched alkyl esters",947-004-7,Butane
21399,d232a6af-8ea7-405a-bbc3-216f06180359,"Calcination products of BaCO3, SrCO3, MgO, Al2O3, Eu2O3 and MnCO3",947-028-8,
21400,1eb9c1cf-75f3-4d85-a2ea-f58bd2ed3b5c,"2-ethylhexyl 3-[2-(4-ethoxy-2,3-difluoro-phenyl)-6-fluoro-phenyl]sulfanylpropanoate",947-033-5,
21401,a4ee780d-5d23-4374-bfdf-cdbd341861d5,"reaction mass of (E)-(6,10-dimethylundeca-1,5,9-trien-2-yl)cyclopropane and (E)-1-(4,8-dimethylnona-3,7-dien-1-yl)-1,1'-bi(cyclopropane)",947-034-0,Propane
21402,b3d8e0e2-f475-4b2e-b368-39f591886a42,Resinoid of Boswellia Carterii (Burseraceae) obtained from exudate by hexane extraction,947-035-6,
21403,5b6386f4-5c85-4154-9cdb-358300a4d496,"Betaines, C12-16 (even numbered) -alkyldimethyl",947-036-1,Betaine
21404,42c571b1-2e0c-4fe8-a990-129ccd576478,Reaction mass of sodium sulphate and trisodium trioxalatoferrate,947-037-7,
21405,76324528-7a1a-4f8b-b5a0-1fa97f78b51f,"Reaction Mass of Distillates (petroleum), hydrotreated heavy paraffinic and Residual oils (petroleum), solvent refined; oxidized, calcium salts",947-048-7,Paraffin
21406,a8fa866f-d170-4098-9235-6e816ca71cca,Essential oil of Ylang Ylang III obtained from the flowers of Cananga odorata (Annonaceae) by steam distillation,947-049-2,
21407,8f54a411-ad1f-4f30-af80-a69b26aca543,"Reaction mass of N-(3-{[(2E)-3-(4-methoxyphenyl)prop-2-enoyl]amino}propyl)-N,N-dimethyldocosan-1-aminium chloride and N-(3-{[(2E)-3-(4-methoxyphenyl)prop-2-enoyl]amino}propyl)-N,N-dimethylicosan-1-aminium chloride",947-079-6,
21408,295b51f4-e24e-4a6c-a398-668c318ef8f0,1-Methyl piperidine-4-carboxylic acid diethylamide Hydrochloride hydrate,947-089-0,
21409,445d3125-2d66-4cf6-a68c-480cb4fd56b2,Concrete of Cistus ladaniferus (Cistaceae) obtained from stems and leaves by organic solvents extraction,947-090-6,
21410,6ec85653-4b4e-4022-9a3f-072aa1d0b454,6-(1-methylpiperidine-4-carbonyl)pyridin-2-amine dihydrochloride,947-091-1,
21411,262cea9a-7739-4bc5-a491-a0a90d4356b7,"2,4,6-trifluoro-N-[6-(1-methylpiperidine-3-carbonyl)-2-pyridyl]benzamide;hydrochloride",947-092-7,
21412,349575c7-1451-48b8-80ee-de2a5456211a,"benzyl [(2S)-1-(2-{(2S,3S)-3-[(tert-butoxycarbonyl)amino]-2-hydroxy-4-phenylbutyl}-2-[4-(pyridin-2-yl)benzyl]hydrazino)-3,3-dimethyl-1-oxobutan-2-yl]carbamate",947-101-4,
21413,92b9edf9-7cd4-4fd3-9802-7eadf43afbb1,Reaction mass of Disodium (sulphonatothio)acetate and sodium chloride,947-115-0,
21414,bd381077-77c0-4ab4-b27c-b4f8731dd762,"sodium hydrogen (E)-3-((5-chloro-2-hydroxyphenyl)diazenyl)-4,5-dihydroxynaphthalene-2,7-disulfonate",947-121-3,
21415,684275be-cfd7-49da-8b14-d6c97d62292e,Acid Brown 354,947-125-5,
21416,9dfdeac5-2862-48e4-8db1-28c4c7fb073a,Acid Red 131:1,947-136-5,
21417,4bc4692a-2869-45d8-a094-6ef35bbc142e,"Reaction products of 2,4,6-trichloro-1,3,5-triazine copuled with 3-aminopropyldiethylamine, coupled with 3-acetamidoanilinium chloride, diazotised, coupled with 2,5-Xylidine, coupled with 3-amino-4-hydroxybenzenesulphonamide, further coupled with resorcinol and metallized with iron chloride.",947-137-0,Resorcinol
21418,89652293-d4a0-45e1-ace0-d009e7cfd742,Reaction mass of disodium 2-[[2-hydroxy-3-[[methyl-(2-oxido-2-oxoethyl)amino]methyl]-5-nonylphenyl]methyl-methylamino and sodium 2-[(2-hydroxy-5-nonylphenyl)methyl-methylamino]acetate,947-147-5,
21419,80655fca-7780-45bf-9d06-cc9580feba24,Reactionmass of octan-2-yl prop-2-enoate and octan-3-yl prop-2-enoate and octan-4-yl prop-2-enoate,947-155-9,
21420,a27a0123-edbb-4aa8-8289-06b598b4161b,Reaction mass of phenol and tetraphenylphosphonium phenolate,947-162-7,
21421,9059f1c1-c311-4990-b40b-28693b46fb18,"Reaction product of D-Glucopyranoside, methyl; esterified with octadecanoic acid, methyl ester",947-167-4,
21422,f8145291-7492-440d-af2d-9fe338ae9eb0,Hydrogenated massoia bark oil,947-202-3,
21423,cbe24bad-d312-4e31-a3a5-000d7bf1f9a3,"Germanium, germanium hydroxide oxides and amorphous silica, recovery products from germanium refining",947-204-4,Silica
21424,edfefab0-0aca-488b-a853-a68820160a9f,reaction mass of N-[3-(diethoxymethylsilyl)propyl]-Guanidiyl-octylphosphonate and 3-Diethoxymethylsilyl-propylamin and ethanol,947-207-0,
21425,77eb9948-054f-433e-9e65-d2507aaffea9,"Reaction mass of (R*,R*)-7-methoxy-3,7-dimethyl-2-octanol and (R*,S*)-7-methoxy-3,7-dimethyl-2-octanol",947-215-4,
21426,6ec937a7-51c0-430d-9340-3f2d89359ed2,"Phenol, mono-C24-28 (even)-sec-alkyl derivs, ortho- and para-",947-217-5,
21427,6bbc5bbf-5044-42ef-9a85-57f4a8d75005,Essential oil of Cinnamomum camphora (Lauraceae) obtained from leaves by steam distillation,947-255-2,
21428,3434e676-020e-4452-a0f1-7065112ed0e3,"Reaction mass of Cobaltate(2-), [2-[[[4-hydroxy-3-[[2-oxo-1-[(phenylamino)carbonyl]propyl]azo]phenyl]sulfonyl]amino]benzoato(3-)][2-[[2-hydroxy-5-[(phenylamino)sulfonyl]phenyl]azo]-3-oxo-N-phenylbutanamidato(2-)]-, disodium and Cobaltate(3-), bis[2-[[[4-hydroxy-3-[[2-oxo-1-[(phenylamino)carbonyl]propyl]azo]phenyl]sulfonyl]amino]benzoato(3-)]-, trisodium and sodium bis[2-[[2-hydroxy-5-[(phenylamino)sulphonyl]phenyl]azo]-3-oxo-N-phenylbutyramidato(2-)]cobaltate(1-)",947-257-3,
21429,255ffb80-cb1b-41f7-b3bf-21f140a04451,Long-chain alkenyl amide,947-263-6,
21430,73cc3f4e-ed52-4f3f-9e62-12926ee50353,Essential oil of Myroxylon balsamum var. pereirae (Fabaceae) obtained from the exudate by dry distillation,947-264-1,
21431,e9107d9c-10f3-4703-b08f-2e8bf773a013,Resinoid of Myroxylon balsamum var. pereirae (Fabaceae) obtained from the exudate by ethanol extraction,947-269-9,
21432,2ae04147-5fc8-4026-bdac-2bc4375abdea,"Reaction mass of disodium 2-({4-methyl-2-[(4-{[5-methyl-1-(2-sulfonatophenyl)hexan-3-yl]amino}-9,10-dioxo-9,10-dihydroanthracen-1-yl)methyl]pentyl}amino)benzene-1-sulfonate,disodium 4-{5-methyl-3-[(4-{[5-methyl-1-(4-sulfonatophenyl)hexan-3-yl]amino}-9,10-dioxo-9,10-dihydroanthracen-1-yl)amino]hexyl}benzene-1-sulfonate anddisodium 4-{5-methyl-3-[(4-{[5-methyl-1-(2-sulfonatophenyl)hexan-3-yl]amino}-9,10-dioxo-9,10-dihydroanthracen-1-yl)amino]hexyl}benzene-1-sulfonate",947-270-4,
21433,bd768992-d69f-4aaa-a0a1-44947e5f8247,Essential oil of Cedarwood obtained from the wood of Cupressus funebris (Cupressaceae) by steam distillation and washing - Terpenes,947-279-3,
21434,8b5368bf-940e-4a82-b22f-4aee98f69f6e,"Reaction product of diazotised 2-amino-4,6-dinitrophenol coupled with resorcinol , subsequently coupled with diazotized 2-(4-aminophenylamino)-5-nitrobenzenesulfonic, chelated with iron, sodium potassium salts",947-285-6,Resorcinol
21435,07f607d0-1a50-4596-bab7-dc34c691f4d1,Resinoid of Myroxylon balsamum var. pereirae (Fabaceae) obtained from the exudate by hexane extraction,947-288-2,
21436,506f97b3-a32a-4aac-af6b-25f7c930883f,"8-azaspiro[4,5]decane-8-{4-[4''-(2'''-pyrimidinyl)-1''-piperazinyl]-butyne/2/-yl}-7,9-dione /E/-2-butenedionate",947-290-3,
21437,b8d93089-baaf-4cfa-b8de-35328f828909,Concrete obtained from lichen of Evernia prunastri(Parmeliaceae) by extraction with a mixture of polar and apolar solvents,947-295-0,
21438,aa06e70b-ade8-4b0d-9f99-1a59c947abaf,Concrete obtained from lichen of Pseudevernia furfuracea (syn evernia furfuracea)(Parmeliaceae) by extraction with a mixture of polar and apolar solvents,947-299-2,
21439,744a80f4-9ace-493e-8dfd-dce267aa7fad,Resinoid of Abies balsamea (Pinaceae) obtained from needles by an organic solvent extraction,947-304-8,
21440,40625abf-1012-4469-9773-0c08e273f84d,Absolute of Cistus ladaniferus (Cistaceae) obtained from labdanum concrete by ethanol extraction,947-313-7,
21441,f72ae39d-b900-40eb-bb98-d723f943589c,Condensation products of phenol and salicylaldehyde,947-320-5,
21442,d937c6dd-c8e9-45b0-9b6b-9eef70ee3812,3-(chloromethyl)-2-(1-isopropyl-1H-pyrazol-5-yl)pyridine dihydrochloride,947-327-3,
21443,855a95d6-5c5f-44ff-bd5f-4d9b17e97f56,"sulfuric acids, C9-11-iso-C10 rich, alkyl esters, sodium salt",947-329-4,
21444,823e8f77-71a8-4928-850d-4045fac10232,"Reaction product of 6H-dibenz[c,e][1,2]oxaphosphorin 6-oxide, itaconic acid and ethylene glycol",947-340-4,Ethylene Glycol
21445,535cc4f8-175d-4670-96f3-11e5c4fdeaa0,"Fatty acids, C16-18 tridecyl esters",947-344-6,
21446,5dfdb25b-edb8-46e8-be3c-3f364a4345d6,"(4S)-3-carbamoyl-4-(4-cyano-2-methoxyphenyl)-5-ethoxy-2,8-dimethyl-1,4-dihydro-1,6-naphthyridin-1-ium (2S,3S)-2,3-bis(benzoyloxy)-3-carboxypropanoate",947-346-7,
21447,36fcc2ae-216a-42d7-8304-091f560f80a9,Reaction products of N-methyldiethanolamine and Boric Acid (1:1.5),947-350-9,Ethanolamine
21448,0f5a11fb-cd8b-4015-8f64-2cfd04c248f5,Reaction mass of sodium chloride and potassium chloride and trisodium hexafluoroaluminate,947-351-4,Alumina
21449,f510e0ee-c03e-4874-a67d-62d98f5c11cb,"Reaction mass of (R)-2-(5-methoxy-1,5-dimethylhexyl)-oxirane and (S)-2-(5-methoxy-1,5-dimethylhexyl)-oxirane",947-365-0,
21450,bc8da7ac-5e84-4a95-9036-bc8ce7880165,"Hydrogenation products of 1-(2,6,6-trimethylcyclohex-2-en-1-yl)hex-1-en-3-one",947-366-6,
21451,402dc730-6453-468b-9616-8817c9b121eb,"Reaction products of naphthalene, benzyl alcohol, sulphuric acid, formaldehyde and ammonia",947-367-1,Formaldehyde
21452,f4b254cb-0038-4f59-9ca8-b5814fb4427b,"Reaction mass of 4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]diphenol and benzyltriphenylphosphonium, salt with 4,4'-[2,2,2-trifluoro-1-(trifluoromethyl) ethylidene]bis[phenol] (1:1)",947-368-7,
21453,d56b3cf1-2a83-4e2e-93f3-e508e970d591,"Sodium salts of [hexane-1,6-diylbis[nitrilobis(methylene)]]tetrakisphosphonic acid (4-7 Na:1)",947-369-2,
21454,4b956be2-f672-4d1f-9dad-8693919497e5,Resinoid of Boswellia Carterii (Burseraceae) obtained from exudate by organic solvents extraction.,947-370-8,
21455,595a5859-77d9-48ff-b927-40bc6447d277,Extract obtained from defatted powder of Theobroma cacao (Malvaceae) by extraction with ethanol,947-375-5,
21456,4fc3350a-c369-4b61-9390-9b123d33176e,Extract of Boswellia serrata (Burseraceae) obtained from exudate by solvent extraction,947-377-6,
21457,0566da4e-f9a4-476c-9979-3c711db6f2f6,"Fatty acids C16-18 (even numbered), mono, di and tri esters with sucrose",947-384-4,Sucrose
21458,9d06dd4b-d18d-4087-b633-a6acd82539b7,reaction mass of 4-methoxyphenol and 4-methoxy-cyclohexanone and 4-methoxy-cyclohexanol,947-389-1,
21459,e3d64a7d-f47a-4b5c-a06c-653ebfae554a,Resinoid of Liquidambar styraciflua (Hamamelidaceae) obtained from exudate by organic solvents extraction,947-390-7,
21460,c8cfc400-45c3-4cf2-b6a6-d25ba308cb67,Rectified Essential Oil of Pogostemon cablin (Lamiaceae) with high content in alpha and delta guaiene obtained from leaves by distillation.,947-393-3,
21461,3e0132d5-d337-4e72-983b-05f6521e534f,"Fatty acids, C12-18 (even numbered)-methyl esters, sulfonated, sodium salts",947-394-9,
21462,3cba9773-e573-49e8-810e-d9e276ddca29,"Reaction products of diazotised 3-amino-2-hydroxy-5-nitrobenzenesulphonic acid, coupled with 1,3-diaminobenzene and diazotised sodium 4-aminobenzenesulfonate, metallised with Basic Chromium (III) Sulphate",947-395-4,
21463,67b30263-7297-4eb4-8a69-34308b9f1207,"Reaction mass of Diethyl[4-[[4-(diethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]ammonium and acetate",947-399-6,
21464,da27a6f2-61ed-482c-8513-23d64addb7b4,"Reaction mass of Methanaminium, N-[4-[[4-(dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methyl- & acetate",947-401-5,
21465,a5c320a1-53c8-432c-9671-6d5c16e3c9ce,"Reaction mass of 1-Propanaminium, 3-[[2-cyano-3-[4-(diethylamino)phenyl]-1-oxo-2-propen-1-yl]oxy]-N-[2-[[2-cyano-3-[4-(diethylamino)phenyl]-1-oxo-2-propen-1-yl]oxy]ethyl]-N,N-dimethyl- & chloride",947-402-0,
21466,f3fead5d-a8f8-4e02-ac91-e3a1b8ab75f1,"Reaction mass of 3H-Indolium, 2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-and acetate",947-403-6,
21467,53c3bd5c-dab8-4ff6-a0e8-99c9c3d8bc3f,"Reaction mass of Methylium, tris[4-(diethylamino)phenyl]- & acetate",947-404-1,
21468,fbba725e-019e-42a7-9bd2-fef5397a4c27,"Reaction mass of 3H-Indolium, 2-[[2-(4-methoxyphenyl)-2-methylhydrazinylidene]methyl]-1,3,3-trimethyl- and acetate",947-405-7,
21469,9ca394f6-65b2-46e5-89a2-533e7b10c146,"Reaction mass of 3H-Indolium, 2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl- & acetate",947-406-2,
21470,23babd62-6b56-496c-bb50-193d4878d7e8,"Reaction mass of Benzenamine, N,N-dimethyl- , molybdate, tungstate & phosphates",947-407-8,
21471,244d594c-961f-48d8-8c89-611872c44389,Concrete of Trigonella foenum graecum L. (Leguminosae) obtained from seeds by extraction with organic solvents,947-408-3,
21472,bfea3b3f-540f-4e10-bd9f-b7953a517107,"(2S,3S)-2,3-Bis[(4-methylbenzoyl)oxy]butanedioic acid — methyl {(4S)-8-fluoro-2-[4-(3methoxyphenyl)piperazin-1-yl]-3-[2-methoxy-5-(trifluoromethyl)phenyl]-3,4-dihydroquinazolin-4yl}acetate — ethyl acetate (1:1:1)",947-432-4,Ethyl Acetate
21473,42aaff5e-6163-4c3a-b186-7a5e64276dd7,"Reaction mass of aluminium tris(5,7,12,14-tetrahydro-7,14-dioxoquino[2,3-b]acridine-2-sulphonate) and 5,12-dihydro-quino[2,3-b]acridine-7,14-dione",947-435-0,
